date,campaign_name,ad_set_name,ad_id,ad_name,spend,impressions,clicks,frequency_7d,purchases,purchase_value,new_customer_purchases,new_customer_value
2026-05-15,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,285.34,9917,102,1.72,3,275.22,3,275.22
2026-05-15,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,158.67,4277,29,1.76,1,97.2,1,97.2
2026-05-15,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,200.69,6308,57,1.86,2,193.14,2,193.14
2026-05-15,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,278.28,7848,136,1.62,13,936.42,4,343.53
2026-05-15,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,192.95,5617,101,1.8,6,453.85,2,171.03
2026-05-15,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,158.25,5161,87,1.87,6,446.87,2,174.75
2026-05-15,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-102,TEST | Static: Label Closeup,86.3,2443,24,1.91,1,96.62,1,96.62
2026-05-15,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,68.78,2109,17,1.81,1,97.67,1,97.67
2026-05-15,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,73.49,2561,37,2.08,1,87.32,1,87.32
2026-05-15,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,70.87,2117,17,1.94,1,98.52,1,98.52
2026-05-15,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,69.74,2482,32,2.1,1,88.0,1,88.0
2026-05-15,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,78.35,2419,29,1.89,1,94.38,1,94.38
2026-05-16,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,605.7,19012,196,1.84,7,616.03,6,555.24
2026-05-16,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,416.42,13869,137,2.01,6,551.63,5,481.02
2026-05-16,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,824.06,27613,392,1.9,20,1757.2,18,1623.44
2026-05-16,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,487.77,17332,178,1.68,7,590.99,6,519.58
2026-05-16,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,349.35,10970,88,1.87,3,290.46,3,290.46
2026-05-16,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,447.98,11437,137,1.66,7,633.59,6,567.22
2026-05-16,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,283.46,9045,96,1.91,3,302.46,3,302.46
2026-05-16,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,338.83,11322,101,1.87,3,266.82,3,266.82
2026-05-16,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,201.49,5983,43,1.88,1,96.09,1,96.09
2026-05-16,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,239.93,7755,63,1.9,3,270.52,3,270.52
2026-05-16,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,389.13,12347,255,1.98,13,1023.72,4,398.65
2026-05-16,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,248.47,8538,165,2.07,6,406.79,2,162.25
2026-05-16,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,162.08,5458,91,1.76,6,444.32,2,172.69
2026-05-16,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,86.42,2809,25,1.73,1,101.84,1,101.84
2026-05-16,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,99.52,3056,38,1.92,1,93.47,1,93.47
2026-05-16,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,90.75,2928,24,2.06,1,91.1,1,91.1
2026-05-16,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,82.46,2328,30,1.85,1,93.03,1,93.03
2026-05-16,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,96.48,2499,43,1.72,1,88.54,1,88.54
2026-05-17,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,708.82,17913,220,1.61,16,1326.29,14,1192.08
2026-05-17,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,511.78,14495,134,1.91,8,791.46,7,724.65
2026-05-17,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,834.4,26242,334,1.9,18,1690.5,16,1551.9
2026-05-17,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,507.3,15104,172,2.08,8,706.59,7,638.54
2026-05-17,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,422.45,10691,93,1.7,6,537.29,5,473.34
2026-05-17,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,546.46,13921,169,1.69,9,773.67,8,705.91
2026-05-17,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,270.41,7494,67,1.68,2,188.52,2,188.52
2026-05-17,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,325.69,10754,99,1.83,3,274.96,3,274.96
2026-05-17,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,166.16,4280,30,1.81,1,97.58,1,97.58
2026-05-17,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,258.76,6932,67,1.63,2,188.05,2,188.05
2026-05-17,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,327.1,8883,201,1.92,13,964.29,4,352.56
2026-05-17,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,177.34,6014,103,1.78,3,225.55,1,93.06
2026-05-17,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,147.04,3695,55,1.76,3,241.26,1,96.57
2026-05-17,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,93.21,3223,22,1.69,1,89.03,1,89.03
2026-05-17,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,90.67,3183,46,1.94,1,91.68,1,91.68
2026-05-17,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,91.89,2710,21,1.73,1,97.76,1,97.76
2026-05-17,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,92.04,2925,35,1.67,1,88.29,1,88.29
2026-05-17,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,88.82,2562,37,1.79,1,94.6,1,94.6
2026-05-18,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,559.09,14284,153,1.92,10,868.81,9,802.58
2026-05-18,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,433.22,11896,119,1.78,10,899.33,9,820.2
2026-05-18,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,756.39,23661,331,1.9,24,2161.13,22,2012.5
2026-05-18,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,543.57,15046,172,2.0,10,868.61,9,803.2
2026-05-18,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,440.24,15076,119,1.86,7,637.21,6,567.3
2026-05-18,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,500.39,12903,141,1.76,9,767.07,8,702.99
2026-05-18,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,285.1,7394,70,2.0,2,192.11,2,192.11
2026-05-18,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,315.22,8372,73,1.62,3,283.91,3,283.91
2026-05-18,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,161.23,5586,40,1.95,1,85.69,1,85.69
2026-05-18,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,211.31,7119,77,2.08,2,182.11,2,182.11
2026-05-18,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,301.66,8769,205,1.84,13,988.61,4,361.75
2026-05-18,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,216.02,7132,128,1.65,6,449.0,2,190.59
2026-05-18,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,171.3,4674,87,1.78,6,485.57,2,193.45
2026-05-18,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,79.2,2796,20,1.84,1,91.71,1,91.71
2026-05-18,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,80.54,2288,27,1.61,1,89.8,1,89.8
2026-05-18,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,98.76,3433,26,1.75,1,88.16,1,88.16
2026-05-18,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,92.35,2530,29,1.82,1,96.1,1,96.1
2026-05-18,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,99.17,3232,49,1.85,1,93.59,1,93.59
2026-05-19,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,595.61,15431,159,1.86,12,1163.29,11,1096.94
2026-05-19,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,527.52,15498,142,1.65,8,746.68,7,679.78
2026-05-19,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,818.84,27858,335,1.9,27,2183.26,24,1986.93
2026-05-19,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,556.9,15411,160,1.84,13,1135.39,12,1063.87
2026-05-19,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,343.84,10757,82,1.76,4,373.14,4,373.14
2026-05-19,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,534.26,13963,175,1.62,11,968.44,10,899.92
2026-05-19,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,308.54,9813,117,2.08,3,282.77,3,282.77
2026-05-19,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,268.15,6817,74,1.87,3,277.91,3,277.91
2026-05-19,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,186.88,5066,42,1.61,2,169.8,2,169.8
2026-05-19,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,206.2,5424,54,1.63,2,184.59,2,184.59
2026-05-19,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,321.86,11018,222,1.85,13,967.35,4,362.86
2026-05-19,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,222.78,6285,109,1.72,9,724.57,3,300.3
2026-05-19,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,142.88,4351,73,1.93,3,224.32,1,87.88
2026-05-19,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,82.17,2368,14,1.88,1,89.62,1,89.62
2026-05-19,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,77.94,2217,30,1.6,1,94.26,1,94.26
2026-05-19,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,77.1,2132,18,1.77,1,85.2,1,85.2
2026-05-19,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,73.41,2582,35,1.6,1,87.67,1,87.67
2026-05-19,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,78.32,2343,30,2.0,1,93.98,1,93.98
2026-05-19,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,73.9,2337,17,1.91,1,88.41,1,88.41
2026-05-20,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,629.93,18980,181,1.88,11,1009.4,10,938.54
2026-05-20,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,453.65,11919,99,1.95,8,769.82,7,700.12
2026-05-20,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,777.95,22025,301,1.9,20,1703.37,18,1566.92
2026-05-20,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,545.32,16540,205,2.03,10,894.96,9,823.24
2026-05-20,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,333.09,8830,77,1.85,6,576.02,5,505.27
2026-05-20,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,422.41,10823,131,2.09,7,632.54,6,566.72
2026-05-20,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,248.93,8491,75,2.03,3,270.89,3,270.89
2026-05-20,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,275.6,8150,78,2.02,3,255.02,3,255.02
2026-05-20,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,198.28,6450,44,2.0,2,175.52,2,175.52
2026-05-20,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,210.68,6861,58,2.04,2,188.58,2,188.58
2026-05-20,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,306.82,8857,159,2.03,13,1017.8,4,388.72
2026-05-20,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,214.38,6043,106,2.06,9,674.2,3,276.25
2026-05-20,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,191.7,5078,91,2.09,6,466.51,2,190.87
2026-05-20,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,73.99,2218,17,1.75,1,98.87,1,98.87
2026-05-20,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,81.71,2197,31,1.64,1,98.29,1,98.29
2026-05-20,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,68.55,2027,17,1.8,1,94.55,1,94.55
2026-05-20,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,78.55,2752,39,1.64,1,90.61,1,90.61
2026-05-20,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,75.04,2449,31,1.85,1,90.57,1,90.57
2026-05-20,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,70.05,1952,14,1.71,1,91.49,1,91.49
2026-05-21,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,637.33,20012,201,1.68,13,1156.67,12,1085.67
2026-05-21,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,430.29,12390,115,1.93,8,701.31,7,635.48
2026-05-21,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,848.55,24115,344,1.9,21,1790.68,19,1647.47
2026-05-21,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,450.81,13100,141,2.0,9,822.95,8,757.7
2026-05-21,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,364.79,11328,94,1.98,7,670.75,6,600.27
2026-05-21,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,417.53,13717,176,1.75,10,910.93,9,843.18
2026-05-21,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,209.67,5420,50,2.05,2,190.03,2,190.03
2026-05-21,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,272.88,7816,97,1.79,3,278.82,3,278.82
2026-05-21,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,155.74,4887,43,2.04,1,90.28,1,90.28
2026-05-21,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,183.44,5419,61,1.81,2,207.64,2,207.64
2026-05-21,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,363.99,10339,251,1.62,17,1301.86,5,459.11
2026-05-21,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,226.97,8020,119,1.62,9,686.88,3,292.94
2026-05-21,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,186.09,5163,80,1.77,3,232.54,1,96.97
2026-05-21,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,84.99,2237,18,2.03,1,97.64,1,97.64
2026-05-21,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,83.82,2193,28,1.86,1,93.1,1,93.1
2026-05-21,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,74.76,2016,16,1.95,1,85.45,1,85.45
2026-05-21,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,82.05,2641,38,2.09,1,96.01,1,96.01
2026-05-21,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,89.0,2607,43,2.03,1,92.02,1,92.02
2026-05-21,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,87.44,3013,24,1.7,1,92.04,1,92.04
2026-05-22,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,529.67,11769,143,1.74,10,848.58,9,773.53
2026-05-22,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,385.44,8942,85,1.63,8,730.81,7,662.34
2026-05-22,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,657.08,15797,188,1.9,29,2945.94,26,2727.69
2026-05-22,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,499.4,10982,105,1.98,17,1457.9,15,1326.57
2026-05-22,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,310.2,6824,57,2.06,6,508.67,5,443.27
2026-05-22,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,437.01,12733,162,1.61,12,1067.64,11,998.02
2026-05-22,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,260.4,7428,59,1.61,4,376.28,4,376.28
2026-05-22,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,299.41,6636,74,1.91,7,622.11,6,549.23
2026-05-22,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,178.89,4759,36,1.82,2,190.57,2,190.57
2026-05-22,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,198.88,5018,46,1.91,4,355.82,4,355.82
2026-05-22,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,285.99,7377,204,1.91,17,1276.78,5,423.22
2026-05-22,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,191.13,5835,98,1.94,9,690.05,3,286.66
2026-05-22,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,146.01,3213,51,1.9,6,436.44,2,187.69
2026-05-22,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-103,TEST | UGC: Gym Bag Tour,77.6,2082,16,1.74,1,96.35,1,96.35
2026-05-22,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,78.65,2360,27,1.95,2,189.09,2,189.09
2026-05-22,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,67.76,1694,14,1.76,1,93.74,1,93.74
2026-05-22,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,67.71,2000,22,1.66,1,92.2,1,92.2
2026-05-22,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,70.2,1667,22,1.81,2,170.9,2,170.9
2026-05-22,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,63.95,1420,11,2.02,1,88.62,1,88.62
2026-05-23,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,641.3,17573,205,1.91,14,1289.29,13,1220.37
2026-05-23,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,462.82,11711,124,1.95,8,710.61,7,641.98
2026-05-23,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,873.1,22532,344,1.9,30,2658.64,27,2457.97
2026-05-23,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,522.71,12652,142,1.87,10,864.59,9,788.9
2026-05-23,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,350.66,8782,76,1.7,7,615.13,6,548.2
2026-05-23,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,467.85,11922,147,1.89,16,1414.57,14,1293.55
2026-05-23,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,313.38,9436,88,1.65,4,343.91,4,343.91
2026-05-23,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,281.72,8420,85,1.7,4,375.34,4,375.34
2026-05-23,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,177.67,5359,33,1.96,2,187.88,2,187.88
2026-05-23,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,200.76,5906,52,1.76,2,173.18,2,173.18
2026-05-23,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,315.39,6952,150,1.67,13,1016.8,4,394.81
2026-05-23,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,253.93,7441,121,1.63,9,665.87,3,272.41
2026-05-23,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,156.53,4192,62,1.72,6,423.89,2,169.87
2026-05-23,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-104,TEST | Video: 60s Explainer,95.23,2858,41,1.81,1,90.94,1,90.94
2026-05-23,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-105,TEST | Static: Comparison Table,121.87,3513,27,1.77,1,98.44,1,98.44
2026-05-23,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-106,TEST | UGC: Busy Mom AM,96.47,2471,30,1.69,1,89.05,1,89.05
2026-05-23,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,103.43,3153,38,2.06,2,184.12,2,184.12
2026-05-23,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,106.75,3027,23,1.96,1,95.54,1,95.54
2026-05-24,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,642.84,16557,199,1.93,14,1356.28,13,1287.89
2026-05-24,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,486.23,12924,131,1.66,12,1082.04,11,1009.44
2026-05-24,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,691.55,20299,254,1.9,34,3042.46,31,2842.58
2026-05-24,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,561.66,12397,150,1.96,12,1043.52,11,970.92
2026-05-24,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,415.95,9170,76,1.75,7,589.76,6,525.22
2026-05-24,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,474.18,14012,171,1.89,12,1167.6,11,1101.83
